CodeCatalogue,Sector,Use or activity,Measure name,Status,Origin of the measure,Nature of the measure,Water body category,Spatial scope,Country,Measure Impacts to,Measure Impacts to (further details) ,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11
SEC78,Ports,not specified,Emission control area,not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC79,Ports,not specified,Lower tax and duties if carriers use the ultra low sulphur diesel oil (e.g. as done in Singapore),not specified,Sectorial,legislation/regulation,Not specified,"National
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC80,Ports,not specified,"International Association of ports and Harbours (IAPH) had its port environment committee launch the World ports Climate Initiative programme, and 59 of its members have given their commitment to reduce their greenhouse gas emissions",not specified,Sectorial,awareness raising,Not specified,International,"Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC81,Ports,not specified,Encourage quayside container terminal operators to install solar and wind power lighting systems (e.g. as done in Kaohsiung port),not specified,Sectorial,awareness raising,Not specified,"National
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC82,Traffic,not specified,"Speed reduction after landfall (e.g., Hong Kong, Shenzhen, Ports of Los Angeles and Long Beach)",not specified,Sectorial,technical measures,Not specified,"National
","Not specified 
",Nos specified,,1,0,0,0,0,0,0,1,0,0,1
SEC83,Ports,not specified,"Using electrically powered equipment (e.g., Hong Kong, Shenzhen, Ports of Los Angeles and Long Beach)",not specified,Sectorial,technical measures,Not specified,"National
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,1
SEC84,Ports,not specified,"Willingness to reuse recyclable resources (e.g. Kaohsiung, Shanghai, Shenzhen and Ports of Los Angeles and Long Beach)",not specified,Sectorial,awareness raising,Not specified,"National
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,0,0,1,0
SEC85,Ports,not specified,Marine biology preservation & protection (e.g. Shanghai & Shenzhen ports),not specified,Sectorial,technical measures,Not specified,"National
","Not specified 
",Nos specified,,1,0,0,0,0,1,0,0,0,0,0
SEC86,Ports,not specified,Spill prevention during disconnection of cargo pipeline,not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC87,Ports,not specified,"Regulation on noise & vibration from discharging equipment (e.g., Shenzhen port)",not specified,Sectorial,legislation/regulation,Not specified,"National
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,0,0,0,1
SEC88,Ports,not specified,"Ballast water pollutant prevention (e.g., Kaohsiung, Shanghai, Shenzhen and Singapore ports)",not specified,Sectorial,technical measures,Not specified,"National
","Not specified 
",Nos specified,,0,1,0,0,0,0,0,1,0,0,0
SEC89,Ports,not specified,"Sewage processing and water resource control (e.g., Kaohsiung, Shanghai, Shenzhen and Singapore ports)",not specified,Sectorial,technical measures,Not specified,"National
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC90,Ports,not specified,"Air pollution avoidance (toxic gas regulation) (e.g., Kaohsiung, Shanghai, Shenzhen and Singapore ports)",not specified,Sectorial,technical measures,Not specified,"National
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC91,Ports,not specified,"Encourage fuel switching to use of low-sulphur fuel (e.g., Hong Kong, and Ports of Los Angeles and Long Beach)",not specified,Sectorial,technical measures,Not specified,"National
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC92,Ports,not specified,"Using substitute energy and energy saving device (e.g., Kaohsiung, Shanghai, Shenzhen and Ports of Los Angeles and Long Beach)",not specified,Sectorial,technical measures,Not specified,"National
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC93,Ports,not specified,Avoid dust pollutant during loading and discharging (e.g. Ports of Los Angeles and Long Beach),not specified,Sectorial,technical measures,Not specified,"National
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC94,Ports,not specified,"Sediment and Erosion Control to prevent or reduce impact during construction activites (e.g. building construction, utility construction, pavement removal and installation, bulkhead renovations and isntallation. Measures include tho minimize the amount of time an area is without cover, minimize the quantity of soil exposed at one time, prevent runoff from off-site areas from flowing across disturbed areas, plant grasses, shrubs, or ground cover plants in drainage pathways to slow erosion, create buffer zones between construction area and storm drain/receiving water. ",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC95,Ports,not specified,"Buildings Renovation and Demolition to prevent or reduce the release of contaminants associated with building renovation or demolition projects. Demolition debris must be stored and disposed of properly, all abatement should be performed in accordance with local, state,and federal requirements, recycling of construction debris.",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,1,0
SEC96,Ports,not specified,"Bulkhead, Pier, and Dock Construction to prevent or reduce impactsfrom construction of piers, docks, and bulkheads. Select the most appropriate “windows” of time to conduct construction  activities (i.e. Study marine life in the construction area to help determine mitigation requirements, if necessary). Use piers and bulkheads made of substances which are long lasting and will not release toxic substances into the environment. Provide adequate space to allow for safe management of: Solid waste, Fuels, Sanitary  wastes, Fish  wastes.",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC97,Ports,not specified,"Automobile Storage and Transport, Prevent discharge of pollutants related to storage of vehicles,including car washing activities,and accidental spills and leaks from fueling or maintenance activities. E.g. when practicable, design new facilities to minimize travel distance from off-loading and on-loading facilities to storage area to minimize air emissions, slope storage areas to enhance collection through separate storm drain system, separate vehicle washing areas should be designated and installed. ",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC98,Ports,not specified,"Building and Grounds Maintenance, prevent or reduce the discharge of pollutants to surface and groundwater and the air from building and grounds maintenance. Incorporate landscaped areas into project design. Land-scaped areas are pervious and will result in less run off discharged from a site. Incorporate design considerations such as leaving or planting native vegetation to reduce irrigation, fertilizer, andpesticide needs.",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC99,Ports,not specified,"Prevent emissions of dusts andentrainment of sediments in runoff from dry bulk storage and handling activities. E.g. cover storage and handling facilities where practicable and necessary, Runoff from cleaning area to sanitary sewer or industrial treatment facility, install filtering mechanisms in storm drain system to minimize transport of solids to storm water.",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC100,Ports,not specified,"Prevent releases from bulk liquid storage and handling facilities. E.g. Ensure adequate secondary containment for catastrophic failures, provide separating mechanisms, such as oil/water separators, to keep spills and leaks from stormwater, maintain oil/water separators, provide liners under storage facilities to ensure that no releasesto groundwater occur, provide overfill protection and alarms.",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC101,Ports,not specified,"Prevent release of pollutants from the handling and storage of chemicals in 55-gallon drums or smaller quantities. E.g. cover chemical storage areas, raise storage area above surrounding ground surface tominimize run-on of stormwater.",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC102,Ports,not specified,"Prevent fuel spills and leaksfrom fueling operations. E.g. Design fueling areas to prevent the run-on of storm water and the run off of spills, cover the fueling area, use a perimeter drain, or slope the fueling area to a dead end sumpor  oil/water  separator.",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC103,Ports,not specified,"Prevent discharge of pollutants from painting or paint stripping operations performed on vessels, vehicles, equipment, or containers. E.g. designate special areas for painting and paint stripping, design areas to minimize releases, pave surfaces, preferably with concrete to allow easier removal of spills or stripping material, slope surface to allow capture of spills.",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC104,Ports,not specified,"Prevent discharge of contaminants associated with solidwaste handling. E.g. Design new facilities to prevent exposure to stormwater, cover storage facilities to prevent rainwater from carrying contaminants to storm drains, berm area to prevent run on of stormwater and to minimize runoff of contaminants.",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,1,0,0,0
SEC105,Ports,not specified,"Protect marine mammals andother sensitive marine life from ship strikes, ship docking procedures, and other port activities. E.g. work closely with federal, state, and local regulatory agencies, as well as local advocacy groups todesign an effective mitigation program. Develop procedures for sighting and avoiding species. Identify habitat and habits on nautical charts for easy distribution to shippers and the public.",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,0,0,0,0
SEC106,Ports,not specified,"Promote increased public access and recreational opportunities while preventing releases of pollutants associated with the use of these areas. E.g. accommodate current use and future growth; conduct plan-ning studies, if necessary, provide sewage pump-out facilities, provide bilge water management options including low cost or no cost absorbent pads.",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,0,0,0,0
SEC107,Ports,not specified,"Prevent the discharge of pollutantsfrom vehicle and equipment main-tenance activities. E.g. provide covered maintenance areas, minimize run-on of stormwater into maintenance area, provide oil/water separators on floor drains.",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,0,0,0,0
SEC108,Ports,not specified,"Prevent or reduce the discharge of pollutants from vehicle and equipment washing. E.g. Incorporate recycling system to minimize use of clean water and reduce wastes, washing facilities should be bermed to prevent run on of stormwater from nearby surfaces.",not specified,Sectorial,technical measures,Not specified,"Not specified 
","Not specified 
",Nos specified,,0,0,0,0,0,0,0,0,0,0,0
