"CodeCatalogue","Country","Country","Measure Number","Measure name","Use or activity","Link to existing policies","KTMs it links to","Relevant targets","Descriptors it links to ","Relevant features from MSFD Annex III","Measure Impacts to","Spatial  scope_MSFD","Water body category","Spatial scope","Other (if applicable)","Origin of the measure","Nature of the measure","PORTS","SHIPPING","BOTH","Sector","accident management","administrative","air pollution","anchoring/mooring","awareness raising","ballast waters","construction","dredging","EU policies","hull fouling","international agreements","legislation/regulation","maintenence","marine litter","navigation","NIS","noise","pollution","regional sea convention","PSSA/ZMES","technical measures","waste management","water pollution","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TEST",1,"1b (not related to WFD)","1b (related to WFD)",2,"2a","2b","unknown","TEST","Status Resume","Status (Text)"
"MSFD197","FR","France","M041-MED2","Supporting the establishment of equipment with low-noise engines for new passenger ships, especially those sailing in the most sensitive MPAs ","Not specified",,,"OE_MO_gen_D
OE_MO_gen_E
OE_MO_part_D2
OE_MO_part_E3","D1, 4, 6, D11",,"Not specified","Territorial waters, Waters beyond the waters under the jurisdiction, EEZ","Other","International","Mediterranean","MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,4,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD198","HR","Croatia","Not specified","Ensure conditions for sustainable and available service of acceptance and disposal of ship’s waste and cargo residues","Not specified",,,"Not specified
","D1, D3, D4, D6, D10",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,5,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD199","HR","Croatia","Not specified","Ratify and implement maritime agreements","Not specified",,,"Not specified
","D1, D3, D4, D6, D10",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD200","HR","Croatia","Not specified","Develop energy efficient eco-shipping","Not specified",,,"Not specified","D1, D2, D3, D4, D5, D6",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD201","HR","Croatia","Not specified","Declare the Adriatic Sea a PSSA","Not specified",,,"Not specified","D1, D2, D3, D4, D5, D6, D8, D9, D10",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,9,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD202","HR","Croatia","Not specified","Establish an ‘early warning’ system for the prevention of transfer of harmful aquatic organisms through ballast waters","Not specified",,,"Not specified","D1, D2, D3, D4, D5, D6",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD203","HR","Croatia","Not specified","Strengthen the monitoring of ballast water management","Not specified",,,"Not specified","D1, D2, D2, D4, D5, D6",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,1,0,"Traffic",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD204","HR","Croatia","MADHR-M001-KTM28","Establish and develop a register to record, assess and manage the spatial and temporal distribution of the impulsive anthropogenic noise sources in the frequency range from 10 Hz to 10 kHz ","Not specified",,,"36, 37 ","D1, D3, D4, D6, D11",,"Not specified","Territorial waters,
EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD205","HR","Croatia","MADHR-M002-KTM28","Monitor, through measurement stations and/or through acoustic modelling if possible, trends in levels of continuous underwater noise within the 1/3 octave band centre frequencies of 63 and 125 Hz","Not specified",,,"36, 37 ","D1, D3, D4, D6, D11",,"Not specified","Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","technical measure",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD206","HR","Croatia","MADHR-M003-KTM28","Establish regional cooperation with a coordinated approach to Descriptor 11 in the Adriatic Sea, and strengthen knowledge and ensure sharing of experiences on the possible impact of noise on marine organisms in the Adriatic Sea ","Not specified",,,"36, 37 ","D1, D3, D4, D6, D11",,"Not specified","Territorial waters,
EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD207","HR","Croatia","MADHR-M001-KTM34","Develop and implement a subregional - Adriatic protocol on the implementation of the International agreement for the Control and Management of Ships' Ballast Water and Sediments (BWM) ","Not specified",,,"11, 29","D1, D2, D3, D4, D5, D6",,"Not specified","Territorial waters,
EEZ (or similar)
","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,6,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD208","HR","Croatia","MADHR-M002-KTM34","Establish implementation of a regular survey of port areas (Port Control Survey)","Not specified",,,"11, 29 ","D1, D2, D3, D4, D5, D6, D9",,"Not specified","Coastal waters (WFD)
","Coastal","National",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,7,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD209","IE","Ireland","ACSIE-M038","Maintain the use of acoustic deterrents (""pingers"") in identified fisheries on vessels larger than 12m in accordance with EU regulations.","Not specified",,"MSFD35, MSFD36","No_specific_target_addressed"," D1"," Mammals","Species"," Transitional waters (WFD), WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ)","Other","International",,"MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD210","IE","Ireland","ACSIE-M068","Ensuring on-going implementation of guidelines for the assessment of dredged material for disposal in Irish waters, the application of the Foreshore Acts and the licensing, permitting and enforcement of activities under the Dumping At Sea Act.","Not specified",,"MSFD26, MSFD27, MSFD29, MSFD30, MSFD31, MSFD33, MSFD36","No_specific_target_addressed"," D1, D6, D7, D8, D10","Seabed habitats","Habitats"," Transitional waters (WFD), WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ)","Other","International",,"MSFD (Directive 2008/56/EC)","administrative, legislation/regulation",1,0,0,"Ports",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,5,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD211","IE","Ireland","ACSIE-M075","The implementation of the Regulation (EU) No. 1143/2014 of the European Parliament and of the Council on the prevention and management of the introduction and spread of invasive alien species.","Not specified",," WFD18, MSFD34"," D2_T1"," D2"," Birds, Fish, Water column habitats, Seabed habitats","Species and Habitats"," Terrestrial part of MS, Transitional waters (WFD), WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ)","Other","International",,"MSFD (Directive 2008/56/EC)","legislation/regulation",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD212","IE","Ireland","ACSIE-M078","Upon the ratification of the International Maritime Organization (IMO) Ballast Water agreement and its implementation under Irish law by statute Ireland will apply IMO and OSPAR Guidelines for the control and management of ship’s ballast water to minimise the transfer of harmful aquatic organisms and pathogens.","Not specified",," WFD18, MSFD34"," D2_T1"," D2","Water column habitats, Seabed habitats","Habitats"," Terrestrial part of MS, Transitional waters (WFD), WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ)","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD213","IE","Ireland","ACSIE-M114","To continue to reduce the emissions of nutrients to the atmosphere through the setting of appropriate emission limits through the Industrial Emissions Directive (2010/75/EU) which sets emission limits for nitrogen in line with the best available abatement technologies.","Not specified",," WFD15, MSFD33"," D5_T1, D5_T2, D5_T3, D5_T4, D5_T5, D5_T6, D5_T7, D5_T8"," D5","Water column habitats","Habitats"," Terrestrial part of MS","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD214","IE","Ireland","ACSIE-M115","To reduce emissions of nitrogen oxides and ammonia through the application of the National Emissions Ceiling Directive (2001/81/EC) which sets emission ceilings on forms of nitrogen (nitrogen oxides and ammonia).","Not specified",," WFD15, MSFD31"," D5_T1, D5_T2, D5_T3, D5_T4, D5_T5, D5_T6, D5_T7, D5_T8"," D5","Water column habitats","Habitats"," Terrestrial part of MS","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD215","IE","Ireland","ACSIE-M116","To continue to control Nitrogen Oxides emissions from ships through the application of the Sea Pollution (Prevention of Air Pollution from Ships) Regulations 2010 (S.I. No. 313/2010).","Not specified",," WFD15, MSFD31"," D8_T1"," D8","Water column habitats","Habitats"," Terrestrial part of MS, Transitional waters (WFD), WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ)","Other","International",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD216","IE","Ireland","ACSIE-M121","Continued Prevention of Pollution by Harmful Substances Carried by Sea in Packaged Form implementation of Regulation laid out in MARPOL Annex III (entered into force 1 July 1992) and S.I. No. 510/2013.","Not specified",,"MSFD31, MSFD32"," D8_T1"," D8"," Birds, Mammals, Reptiles, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats"," WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ), Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD217","IE","Ireland","ACSIE-M122","Continued Prevention of Pollution by Sewage from Ships through the implementation of Regulations laid out in MARPOL Annex IV (entered into force 27 September 2003) and S.I. No. 492/2012.","Not specified",,"MSFD31, MSFD32, MSFD33"," D5_T1, D5_T2, D5_T3, D5_T4, D5_T5, D5_T6, D5_T7, D5_T8"," D5","Water column habitats","Habitats"," WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ), Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD218","IE","Ireland","ACSIE-M140","Continue to enforce EU Directive on Ship-source pollution and criminal penalties Directive 2005/35/EC (as amended by Directive 2009/123/EC).","Not specified",," MSFD31, MSFD32"," D8_T1, D8_T2, D8_T3"," D8","Water column habitats, Seabed habitats","Habitats"," Terrestrial part of MS, Transitional waters (WFD), WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ)","Other","International",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD219","IE","Ireland","ACSIE-M149","Ensure dredging plans are incorporated into port master plans.","Not specified",," WFD15, MSFD31"," D8_T1, D8_T3"," D6, D7, D8","Seabed habitats","Habitats"," Transitional waters (WFD), WFD Coastal waters, Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD220","IE","Ireland","ACSIE-M157","Ensure operators take all necessary measures to prevent major accidents and limit their consequences for human health and the environment.","Not specified",,"MSFD27, MSFD31, MSFD32"," D8_T1, D8_T3"," D1, D6, D8, D9"," Birds, Mammals, Reptiles, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats"," WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ)","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,4,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD221","IE","Ireland","ACSIE-M158","Continue to enforce the Dumping at Sea Act 1996 (as amended), which specifically prohibits the dumping of certain materials at sea and requires any person who wishes to dispose of material at sea to apply to the EPA for a Dumping at Sea permit.","Not specified",,"MSFD27, MSFD29, MSFD31"," D8_T1, D8_T3, D10_T1"," D6, D8, D10","Seabed habitats","Habitats"," WFD Coastal waters, Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","administrative, legislation/regulation",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,3,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD222","IE","Ireland","ACSIE-M159","Continue to enforce the Sea Pollution Act 1991 to prevent pollution of the sea by oil and other substances.","Not specified",," MSFD31"," D8_T1, D8_T2, D8_T3"," D8"," Water column habitats, Seabed habitats","Habitats"," WFD Coastal waters, Territorial waters, EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","administrative, legislation/regulation",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD223","IE","Ireland","ACSIE-M160","Continue Prevention of Pollution by Oil through the implementation of Regulations laid out in MARPOL Annex I and S.I. No. 542/2010.","Not specified",,"MSFD31, MSFD32"," D8_T1, D8_T3"," D8"," Water column habitats, Seabed habitats","Habitats"," WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ), Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD224","IE","Ireland","ACSIE-M161","Continued Control of Pollution by Noxious Liquid Substances in Bulk through the implementation of Regulations laid out in MARPOL Annex II (entered into force 2 October 1983) and S.I. No. 217/2008.","Not specified",,"MSFD31, MSFD32"," D8_T1, D8_T3"," D8"," Water column habitats","Habitats"," WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ), Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD225","IE","Ireland","ACSIE-M162","Continued Prevention of Pollution by Harmful Substances Carried by Sea in Packaged Form implementation of Regulation laid out in MARPOL Annex III (entered into force 1 July 1992) and S.I. No. 510/2013.","Not specified",,"MSFD31, MSFD32"," D8_T1, D8_T3"," D8"," Water column habitats","Habitats"," WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ), Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD226","IE","Ireland","ACSIE-M164","Continued Prevention of Pollution by Garbage from Ships through the implementation of regulations laid out in MARPOL Annex V (entered into force 31 December 1988) and S.I. No. 372/2012","Not specified",,"MSFD29, MSFD31"," D10_T1"," D10"," Birds, Water column habitats, Seabed habitats","Species and Habitats"," WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ), Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD227","IE","Ireland","ACSIE-M165","Continued Prevention of Air Pollution from Ships through the implementation of Regulations laid out in MARPOL Annex VI (entered into force 19 May 2005) and S.I. No. 313/2010).","Not specified",," WFD15, MSFD31"," D8_T1, D8_T3"," D8"," Water column habitats","Habitats"," WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ), Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",1,0,0,"Ports",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD228","IE","Ireland","ACSIE-M166","Continue to implement the International agreement for the Safety of Life at Sea (SOLAS), 1974. The objective of the SOLAS regard is to attain minimum standards for the construction, equipment and operation of ships, compatible with their safety.","Not specified",," MSFD39"," D8_T3"," D8"," Water column habitats","Habitats"," WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ), Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","legislation/regulation, technical measure",0,1,0,"Traffic",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD229","IE","Ireland","ACSIE-M167","Continued provision of port waste reception facilities in commercial and fishing ports.","Not specified",,"MSFD29, MSFD39"," D8_T1, D8_T3, D10_T1"," D8, D10"," Birds, Water column habitats, Seabed habitats","Species and Habitats"," Terrestrial part of MS, WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ), Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD230","IE","Ireland","ACSIE-M177","Regulate and appropriately monitor of dredging and disposal under the Foreshore Act 1993 (as amended)","Not specified",,"MSFD26, MSFD27, MSFD29, MSFD30, MSFD31, MSFD36"," D7_T1, D10_T1"," D6, D7, D8"," Water column habitats, Seabed habitats","Habitats"," WFD Coastal waters, Territorial waters, EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","administrative, legislation/regulation",1,0,0,"Ports",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD231","IE","Ireland","ACSIE-M196","To continue to enforce the requirement to put in place a site waste management plan at marine-related developments through the application of the EU Directive 2000/59/EC on port reception facilities for ship-generated wastes and cargo residues.","Not specified",," MSFD29"," D10_T1"," D10"," Birds, Water column habitats, Seabed habitats","Species and Habitats"," Terrestrial part of MS, Transitional waters (WFD), WFD Coastal waters","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD232","IE","Ireland","ACSIE-M201","Measures to maintain restrictions on the range of material that can be disposed of at sea from ships; and increase and improve port reception facilities for ship-generated waste; and extend port waste reception facilities to fishermen.","Not specified",," MSFD29"," D10_T1"," D10"," Birds, Water column habitats, Seabed habitats","Species and Habitats"," Terrestrial part of MS, Transitional waters (WFD), WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ)","Other","International",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD233","IE","Ireland","ACSIE-M223","To establish and maintain a register of noise in the Irish Marine Assessment Area.","Not specified",," MSFD28"," D11_T1"," D11"," Birds, Mammals, Reptiles, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats"," Transitional waters (WFD), WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ)","Other","International",,"MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD234","IE","Ireland","ACSIE-M224","To continue to apply the Guidance to Manage the Risk to Marine Mammals from Man-made Sound Sources in Irish Waters (NPWS 2014).","Not specified",," MSFD28","No_specific_target_addressed"," D11"," Mammals","Species"," Transitional waters (WFD), WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ)","Other","International",,"MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD235","IE","Ireland","ACSIE-M225","To apply the IMO I817:2014 Code On Noise Levels On Board Ships.","Not specified",," MSFD28","No_specific_target_addressed"," D11"," Birds, Mammals","Species"," Transitional waters (WFD), WFD Coastal waters, Territorial waters, EEZ (or similar), Continental shelf (beyond EEZ)","Other","International","Sub-region","MSFD (Directive 2008/56/EC)","administrative, technical measure",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD236","IT","Italy","MADIT-M041","Control and management of ballast water","Not specified",,"MSFD34 Non-
Indigenous Species","T 2.1 
T 2.4","D2",,"Not specified","Beyond Italy’s Marine Waters, 
Continental shelf (beyond EEZ)","Other","International","Adriatic Sea","MSFD (Directive 2008/56/EC)","administrative, technical measure",0,1,0,"Traffic",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD237","IT","Italy","MADIT-M062
//
MICIT-M061
//
MWEIT-M064","Measures concerning the spill of materials from port dredging","Not specified",,"MSFD26 Physical loss 
","T6.1 
","D1, D4, D6",,"Not specified","Coastal waters (WFD)","Coastal","National","Adriatic Sea
Ionian-Central Mediterranean Sea
Western Mediterranean Sea","MSFD (Directive 2008/56/EC)","technical measure",1,0,0,"Ports",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD238","IT","Italy","MADIT-M071
//
MICIT-M070
//
MWEIT-M073","Controlling and preventing pollution from maritime transport of dangerous goods and liquids","Not specified",,"MSFD32 Accidental pollution","T 8.2 
T 8.3","D8",,"Not specified","Terrestrial part of Italy, 
Territorial waters","Other","National","Adriatic Sea
Ionian-Central Mediterranean Sea
Western Mediterranean Sea","MSFD (Directive 2008/56/EC)","administrative, technical measure",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD239","IT","Italy","MADIT-M072
//
MICIT-M071
//
MWEIT-M074","Operational measures on the prevention of acute pollution from accidents, related to the national framework and international direct effect ","Not specified",,"WFD21 Urban and transport pollution 
MSFD32 Accidental pollution 
","T 8.2 
T 8.3","D8",,"Not specified","Transitional waters (WFD), 
Territorial waters","Other","National","Adriatic Sea
Ionian-Central Mediterranean Sea
Western Mediterranean Sea","MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
