"CodeCatalogue","Country","Country","Measure Number","Measure name","Use or activity","Link to existing policies","KTMs it links to","Relevant targets","Descriptors it links to ","Relevant features from MSFD Annex III","Measure Impacts to","Spatial  scope_MSFD","Water body category","Spatial scope","Other (if applicable)","Origin of the measure","Nature of the measure","PORTS","SHIPPING","BOTH","Sector","accident management","administrative","air pollution","anchoring/mooring","awareness raising","ballast waters","construction","dredging","EU policies","hull fouling","international agreements","legislation/regulation","maintenence","marine litter","navigation","NIS","noise","pollution","regional sea convention","PSSA/ZMES","technical measures","waste management","water pollution","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TEST",1,"1b (not related to WFD)","1b (related to WFD)",2,"2a","2b","unknown","TEST","Status Resume","Status (Text)"
"MSFD41","CY","Cyprus",47,"Management of waste coming from ships / boats","Not specified","WFD","Not specified","CY5.1-7","D8","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD42","CY","Cyprus",50,"Accident management measures","Not specified","Health and Safety Directive, Barcelona agreement","Not specified","CY8.10-11","D8","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,0,1,"Ports and traffic",1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD43","CY","Cyprus",51,"National contingency plan for oil pollution","Not specified","Not specified","Not specified","CY8.8-11","D8","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD44","DE","Germany","BALDE-M403-UZ1-03
//
ANSDE-M403-UZ1-03","Promoting NOx reduction measures for ships","Not specified"," NEC"," MSFD33","UZO1_1.3"," D5"," Mammals, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","Terrestrial part of MS, Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD45","DE","Germany","BALDE-M405-UZ2-01
//
ANSDE-M405-UZ2-01","Criteria and incentives for eco-friendly ships","Not specified"," National","MSFD31, MSFD28, MSFD29, MSFD33, MSFD34","UZO2_2.2, UZO2_2.3, UZO2_2.4, UZO1_1.3, UZO3_3.5, UZO5_5.1, UZO5_5.2, UZO5_5.3, UZO6_6.2"," D2, D5, D8, D10, D11"," Birds, Mammals, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","Terrestrial part of MS, Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,5,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD46","DE","Germany","BALDE-M406-UZ2-02
//
ANSDE-M406-UZ2-02","Requirements for the introduction and disposal of washing water from exhaust gas purification systems of ships","Not specified"," WFD, HELCOM, Other"," MSFD31"," UZO2_2.3"," D8"," Birds, Mammals, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","Terrestrial part of MS, Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD47","DE","Germany","BALDE-M932-other
//
ANSDE-M932-other","Specifications for port reception facilities, garbage dumpsters and waste management plans","Not specified"," Other"," MSFD29"," UZO5_5.1"," D10"," Birds, Mammals, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","Terrestrial part of MS, Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",1,0,0,"Ports",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD48","DE","Germany","BALDE-M933-other
//
ANSDE-M933-other","Ship waste regulations: port state control, special areas according to MARPOL Annex V","Not specified"," IMO-MARPOL"," MSFD29"," UZO5_5.1"," D10"," Birds, Fish, Mammals, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","Terrestrial part of MS, Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",1,0,0,"Ports",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD49","DE","Germany","BALDE-M404-UZ1-04
//
ANSDE-M404-UZ1-04","Support for the establishment of a nitrogen emission special area (NECA) in North and Baltic Seas","Not specified"," NEC"," MSFD33","UZO1_1.3"," D5"," Mammals, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","Terrestrial part of MS, Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD50","DE","Germany","BALDE-M425-UZ6-01
//
ANSDE-M425-UZ6-01","Use of biological limits to the underwater noise effects on relevant species","Not specified"," Habitats, Other international, CMS","MSFD28, MSFD37","UZO6_6.1, UZO6_6.2"," D1, D11"," Mammals, Fish, Water column habitats, Seabed habitats","Species and Habitats","Coastal waters (WFD), Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD51","DE","Germany","BALDE-M428-UZ6-04
//
ANSDE-M428-UZ6-04","Development and application of noise reduction measures for the North Sea and Baltic Sea","Not specified"," Habitats, HELCOM, CMS, Other international","MSFD28, MSFD37, MSFD38","UZO6_6.1, UZO6_6.2"," D1, D11"," Mammals, Fish, Water column habitats, Seabed habitats","Species and Habitats","Coastal waters (WFD), Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","technical measure",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD52","DE","Germany","BALDE-M901-other
//
ANSDE-M901-other","Implementation of MARPOL (Annexes IV and VI)","Not specified"," IMO-MARPOL"," MSFD33","UZO1_1.1, UZO1_1.2, UZO1_1.3"," D5"," Birds, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","Terrestrial part of MS, Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD53","DE","Germany","BALDE-M908-other
//
ANSDE-M908-other","Implementation of the MARPOL agreement (Annexes I, II, III, V and VI)","Not specified"," IMO-MARPOL"," MSFD31","UZO2_2.2, UZO2_2.3, UZO2_2.4, UZO2_2.5"," D8"," Birds, Mammals, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","Terrestrial part of MS, Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD54","DE","Germany","BALDE-M909-other
//
ANSDE-M909-other","PSSA Wadden Sea, PSSA Baltic Sea = Particularly Sensitive Sea Areas, according to MEPC (Committee for the Protection of the Marine Environment of the IMO)","Not specified"," IMO-MARPOL"," MSFD32","UZO2_2.2, UZO2_2.3, UZO2_2.4, UZO2_2.5"," D8"," Birds, Mammals, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","Coastal waters (WFD), Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD55","DE","Germany","BALDE-M911-other
//
ANSDE-M911-other","Ballast water treatment systems and management","Not specified"," HELCOM, IMO-BallastWaterCon"," MSFD34"," UZO3_3.5"," D2","Water column habitats, Seabed habitats","Habitats","EEZ, Coastal waters (WFD), Territorial waters, Terrestrial part of MS","Other","National",,"MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD56","DE","Germany","BALDE-M931-other
//
ANSDE-M931-other","Prohibition of the introduction of waste into the high seas","Not specified"," IMO-MARPOL, National"," MSFD29"," UZO5_5.1"," D10"," Birds, Mammals, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","EEZ, Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD57","DE","Germany","BALDE-M904-other
//
ANSDE-M904-other","Ban of the use of TBT and other marine pollutants","Not specified"," REACH, IMO-AntiFoulingCon"," MSFD31","UZO2_2.1, UZO2_2.3, UZO2_2.5"," D8"," Birds, Mammals, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","Terrestrial part of MS, Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Beyond MS waters","Other","International",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD58","DE","Germany","BALDE-M407-UZ2-03
//
ANSDE-M407-UZ2-03","Prevention and control of marine pollution: improving the maritime emergency preparedness and management","Not specified"," IPPC, Other international, IMO-OilPollutionRespCon, CMS, National"," MSFD32","UZO2_2.3, UZO2_2.4, UZO2_2.5"," D8, D10"," Birds, Mammals, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","Terrestrial part of MS, Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD59","DE","Germany","BALDE-M913-other
//
ANSDE-M913-other","Implementation of the EU Regulation No 1143/2014 about the prevention and management of the introduction and spread of invasive species","Not specified"," IAER"," MSFD34"," UZO3_3.5"," D2"," Seabed habitats, Water column habitats, Fish","Species and Habitats","Terrestrial part of MS, Coastal waters (WFD), Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","legislation/regulation",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD60","DK","Denmark","BALDK-M027-EX
//
ANSDK-M027-EX","Reducing the introduction of invasive as well as non-indigenous species from shipping","Not specified","IMO-BWMC;
Joint HELCOM/OSPAR Guidelines on the granting of exemptions under the International agreement for the Control and Management of Ships’ Ballast Water and Sediments, Regulation A-4;
IMO Guidelines regarding fouling on ship’s hull (no specific guideline number has been specified)","MSFD34 Non-indigenous species","Target 27","D2","Fish,
Water column habitats,
Seabed habitats","Species and Habitats","Coastal waters, Territorial waters, EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD61","DK","Denmark","BALDK-M034-EX 
//
ANSDK-M034-EX","Implementation of IMO Resolution MEPC.200(62)","Not specified","IMO Resolution MEPC.200(62);
MARPOL","MSFD33 Nutrient enrichment","Target 19,
Target 20,
Target 21,
Target 22,
Target 23,
Target 33, 
Target 34, 
Target 35,
Target 52,
Target 53","D5","Mammals,
Fish,
Water column habitats,
Seabed habitats","Species and Habitats","Coastal waters (WFD), 
Territorial waters, 
EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD62","DK","Denmark","BALDK-M037-EX
//
ANSDK-M037-EX","Restrictions on dumping of dredged sediment","Not specified","Habitats Directive,
Birds Directive","MSFD27 Physical damage, 
MSFD31 Contamination","Target 36","D1, D4, D6","Seabed habitats","Habitats","Coastal waters (WFD),
Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD63","DK","Denmark","BALDK-M038-EX
//
ANSDK-M038-EX","Dredging restrictions in relevant areas for conservation or fishing, such as sand eel or horse mussel habitats","Not specified","Habitats Directive,
Birds Directive","MSFD27 Physical damage","Target 36","D1, D4, D6","Fish, 
Seabed habitats","Species and Habitats","Coastal waters (WFD),
Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD64","DK","Denmark","BALDK-M039-EX
//
ANSDK-M039-EX","Regulation of structures and activities in and near the coastal zone (including ports and dredging)","Not specified","EIA,
Habitats Directive,
Birds Directive","MSFD26 Physical loss,
MSFD30 Hydrological processes","Target 36","D1, D4, D6","Water column habitats, 
Seabed habitats","Habitats","WFD Coastal waters,
Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","legislation/regulation",1,0,0,"Ports",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD65","DK","Denmark","BALDK-M044-EX 
//
ANSDK-M044-EX","Global, EU, regional and national regulation","Not specified","WFD;
REACH;
Stockholm agreement on Persistent Organic Pollutants;
Minamata agreement on Mercury;
OSPAR;
HELCOM;
IMO;
IMO – AFS; 
Biocidal products regulation 528/2012","WFD03 Pesticides from agriculture, 
WFD15 Phase out priority substances, 
MSFD31 Contamination","Target 38","D8","Water column habitats,
Seabed habitats","Habitats","Coastal waters, Territorial waters, EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","legislation/regulation",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD66","DK","Denmark","BALDK-M047-EX 
//
ANSDK-M047-EX","Maritime Safety Act. and Marine Environment Act","Not specified","Directive 2002/59/EC establishing a Community vessel traffic monitoring and information system","MSFD31 Contamination","Target 39","D8","Birds,
Fish,
Mammals,
Water column habitats,
Seabed habitats","Species and Habitats","Coastal waters, Territorial waters, EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","legislation/regulation, technical measure",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD67","DK","Denmark","BALDK-M052-EX 
// 
ANSDK-M052-EX","Waste management from ships","Not specified","IMO-MARPOL","MSFD29 Litter","Target 42","D10","Mammals,
Water column habitats,
Seabed habitats","Species and Habitats","Coastal waters (WFD), 
Territorial waters, 
EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD68","DK","Denmark","BALDK-M056-EX
//
ANSDK-M056-EX","Group of measures focusing on impulsive noise","Not specified","Habitats Directive,
Birds Directive, 
Directive 94/22/EC on the conditions for granting and using authorizations for the prospection, exploration and production of hydrocarbons,
Directive 2009/31/EC on the geological storage of carbon dioxide,
EIA,
SEA,
JNCC guidelines for minimising the risk of injury to marine mammals from geophysical surveys","MSFD28 Energy inputs","Target 44","D11","Fish,
Mammals","Species","Coastal waters (WFD), 
Territorial waters, 
EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",1,0,0,"Ports",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD69","DK","Denmark","BALDK-M057-EX
//
ANSDK-M057-EX","Group of measures focusing on low frequency noise: Adoption of IMO MEPC.1/Circ.833 on the reduction of underwater noise","Not specified","IMO MEPC.1/ Circ.833 the reduction of underwater noise;
ISO standard ISO/DIS 16554"," MSFD28 Energy inputs","Not specified","D11","Fish,
Mammals, Cephalopods
","Species","Coastal waters (WFD), 
Territorial waters, 
EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD70","DK","Denmark","BALDK-M017-N 
// 
ANSDK-M017-N","Cross-sectoral collaboration among authorities on underwater noise","Not specified","HELCOM;
OSPAR","MSFD28 Energy inputs","Target 44","D11","Fish,
Mammals","Species","Coastal waters (WFD), 
Territorial waters, 
EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,"2b","Additional measures 2b"
"MSFD71","EE","Estonia","Not specified","Biological monitoring of the ports","Not specified","International agreement for the Control and Management of Ships' Ballast Water and Sediments (BWMC)","Not specified","Not specified","D2","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",1,0,0,"Ports",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD72","EE","Estonia","Not specified","MARPOL 73/78 Annex I (oil and oil mixtures) and Annex II","Not specified","MARPOL 73/78 Annex I and II","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD73","EE","Estonia","Not specified","Ports Act","Not specified","Not specified","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","legislation/regulation",1,0,0,"Ports",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD74","EE","Estonia","Not specified","1972 agreement on the Prevention of Marine Pollution by Dumping of Wastes and Other Matter","Not specified","1972 agreement on the Prevention of Marine Pollution by Dumping of Wastes and Other Matter","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD75","EE","Estonia","Not specified","Waste Act","Not specified","Not specified","Not specified","Not specified","D8, D9, D10","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","legislation/regulation",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD76","EE","Estonia","Not specified","Regulation (3rd March 2011) handling of oil and oil products at sea","Not specified","Not specified","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD77","EE","Estonia","Not specified","2001 International agreement on Civil Liability for Bunker Oil Pollution Damage (BUNKER)","Not specified","2001 International agreement on Civil Liability for Bunker Oil Pollution Damage (BUNKER)","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD78","EE","Estonia","Not specified","Increasing response capacities to oil spills and biota rehabilitation capacity (Water Act)","Not specified","Not specified","Not specified ","Not specified","D1, D4, D6","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","legislation/regulation",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD79","EE","Estonia","Not specified","MARPOL 73/78 Annex V: Prevention of Pollution by Garbage from Ships -disposal of garbage in special areas","Not specified","MARPOL 73/78 Annex V: Prevention of Pollution by Garbage from Ships -disposal of garbage in special areas","Not specified","Not specified","D10","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD80","EE","Estonia","Not specified","MARPOL 73/78 Annex V: Prevention of Pollution by Garbage from Ships – Port reception facilities within special areas","Not specified","MARPOL 73/78 Annex V: Prevention of Pollution by Garbage from Ships – Port reception facilities within special areas","Not specified","Not specified","D10","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD81","EE","Estonia","Not specified","HELCOM recommendation 28E/10: Application of the no-special fee system to ship-generated wastes and marine litter caught in fishing nets in the Baltic Sea area","Not specified","HELCOM recommendation 28E/10;
MARPOL 73/78 Annex V","Not specified","Not specified","D10","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
